Date,AGG,DBC,^VIX,VTI
2010-01-04 00:00:00+00:00,71.30467987060547,23.234580993652344,44.33524703979492,20.040000915527344
2010-01-05 00:00:00+00:00,71.62907409667969,23.262197494506836,44.50543212890625,19.350000381469727
2010-01-06 00:00:00+00:00,71.58766174316406,23.676443099975586,44.567317962646484,19.15999984741211
2010-01-07 00:00:00+00:00,71.50481414794922,23.381868362426758,44.75298309326172,19.059999465942383
2010-01-08 00:00:00+00:00,71.54625701904297,23.36345863342285,44.89997482299805,18.1299991607666
2010-01-11 00:00:00+00:00,71.49103546142578,23.289812088012695,44.961856842041016,17.549999237060547
2010-01-12 00:00:00+00:00,71.94659423828125,22.792720794677734,44.4976921081543,18.25
2010-01-13 00:00:00+00:00,71.64281463623047,22.81113052368164,44.915443420410156,17.850000381469727
2010-01-14 00:00:00+00:00,71.82920837402344,22.691457748413086,44.992794036865234,17.6299991607666
2010-01-15 00:00:00+00:00,71.96725463867188,22.433706283569336,44.482215881347656,17.90999984741211
2010-01-19 00:00:00+00:00,71.84990692138672,22.58099365234375,45.070159912109375,17.579999923706055
2010-01-20 00:00:00+00:00,72.0362319946289,22.157543182373047,44.65241622924805,18.68000030517578
2010-01-21 00:00:00+00:00,72.05696105957031,21.881378173828125,43.832393646240234,22.270000457763672
2010-01-22 00:00:00+00:00,72.0983657836914,21.651243209838867,42.86539840698242,27.309999465942383
2010-01-25 00:00:00+00:00,72.09152221679688,21.75250244140625,43.05105972290039,25.40999984741211
2010-01-26 00:00:00+00:00,72.18124389648438,21.51316261291504,42.85765838623047,24.549999237060547
2010-01-27 00:00:00+00:00,72.1259994506836,21.200172424316406,43.066524505615234,23.139999389648438
2010-01-28 00:00:00+00:00,72.06385803222656,21.12653160095215,42.55594253540039,23.729999542236328
2010-01-29 00:00:00+00:00,72.2294921875,20.887189865112305,42.05311584472656,24.6200008392334
2010-02-01 00:00:00+00:00,72.13053894042969,21.39348793029785,42.69518280029297,22.59000015258789
2010-02-02 00:00:00+00:00,72.21361541748047,21.853761672973633,43.24446105957031,21.479999542236328
2010-02-03 00:00:00+00:00,72.08210754394531,21.586803436279297,43.0278434753418,21.600000381469727
2010-02-04 00:00:00+00:00,72.25517272949219,20.868776321411133,41.68949890136719,26.079999923706055
2010-02-05 00:00:00+00:00,72.28282165527344,20.60181999206543,41.759132385253906,26.110000610351562
2010-02-08 00:00:00+00:00,72.42135620117188,20.611024856567383,41.434234619140625,26.510000228881836
2010-02-09 00:00:00+00:00,72.28981018066406,20.979244232177734,41.983489990234375,26.0
2010-02-10 00:00:00+00:00,72.12361907958984,21.062091827392578,41.921573638916016,25.399999618530273
2010-02-11 00:00:00+00:00,72.005859375,21.310640335083008,42.37028503417969,23.959999084472656
2010-02-12 00:00:00+00:00,72.01970672607422,21.190969467163086,42.37028503417969,22.729999542236328
2010-02-16 00:00:00+00:00,72.1998062133789,21.835351943969727,43.082008361816406,22.25
2010-02-17 00:00:00+00:00,71.97821044921875,21.724884033203125,43.32181930541992,21.719999313354492
2010-02-18 00:00:00+00:00,71.95051574707031,21.918201446533203,43.56935501098633,20.6299991607666
2010-02-19 00:00:00+00:00,72.005859375,22.047077178955078,43.724090576171875,20.020000457763672
2010-02-22 00:00:00+00:00,71.88127899169922,21.927406311035156,43.65446853637695,19.940000534057617
2010-02-23 00:00:00+00:00,72.137451171875,21.568395614624023,43.12841033935547,21.3700008392334
2010-02-24 00:00:00+00:00,72.21361541748047,21.743297576904297,43.51520919799805,20.270000457763672
2010-02-25 00:00:00+00:00,72.35900115966797,21.375078201293945,43.49976348876953,20.100000381469727
2010-02-26 00:00:00+00:00,72.37284851074219,21.75250244140625,43.49976348876953,19.5
2010-03-01 00:00:00+00:00,72.4791030883789,21.531572341918945,44.01805877685547,19.260000228881836
2010-03-02 00:00:00+00:00,72.50689697265625,21.76170539855957,44.157310485839844,19.059999465942383
2010-03-03 00:00:00+00:00,72.50689697265625,21.97343635559082,44.21147155761719,18.829999923706055
2010-03-04 00:00:00+00:00,72.63880157470703,21.780118942260742,44.327518463134766,18.719999313354492
2010-03-05 00:00:00+00:00,72.49999237060547,22.037872314453125,45.03147888183594,17.420000076293945
2010-03-08 00:00:00+00:00,72.54853820800781,22.010255813598633,45.03921890258789,17.790000915527344
2010-03-09 00:00:00+00:00,72.63195037841797,21.770912170410156,45.132041931152344,17.920000076293945
2010-03-10 00:00:00+00:00,72.58328247070312,21.835351943969727,45.371856689453125,18.56999969482422
2010-03-11 00:00:00+00:00,72.58328247070312,21.780118942260742,45.54207229614258,18.059999465942383
2010-03-12 00:00:00+00:00,72.5902099609375,21.651243209838867,45.54207229614258,17.579999923706055
2010-03-15 00:00:00+00:00,72.68057250976562,21.39348793029785,45.526580810546875,18.0
2010-03-16 00:00:00+00:00,72.81246948242188,21.67885971069336,45.897926330566406,17.690000534057617
2010-03-17 00:00:00+00:00,72.8680419921875,21.872173309326172,46.19187927246094,16.90999984741211
2010-03-18 00:00:00+00:00,72.80558776855469,21.826147079467773,46.13772964477539,16.6200008392334
2010-03-19 00:00:00+00:00,72.74994659423828,21.559188842773438,45.83603286743164,16.969999313354492
2010-03-22 00:00:00+00:00,72.80558776855469,21.559188842773438,46.16093826293945,16.8700008392334
2010-03-23 00:00:00+00:00,72.81940460205078,21.467130661010742,46.48586654663086,16.350000381469727
2010-03-24 00:00:00+00:00,72.45130920410156,21.22779083251953,46.21510314941406,17.549999237060547
2010-03-25 00:00:00+00:00,72.26384735107422,21.10811996459961,46.13433074951172,18.399999618530273
2010-03-26 00:00:00+00:00,72.38190460205078,21.144939422607422,46.12654113769531,17.770000457763672
2010-03-29 00:00:00+00:00,72.29852294921875,21.623626708984375,46.398399353027344,17.59000015258789
2010-03-30 00:00:00+00:00,72.32634735107422,21.669652938842773,46.42168045043945,17.1299991607666
2010-03-31 00:00:00+00:00,72.36799621582031,21.651243209838867,46.28188705444336,17.59000015258789
2010-04-01 00:00:00+00:00,72.34081268310547,22.074691772460938,46.61585998535156,17.469999313354492
2010-04-05 00:00:00+00:00,71.89494323730469,22.424503326416016,47.06632995605469,17.020000457763672
2010-04-06 00:00:00+00:00,71.98553466796875,22.40608787536621,47.19835662841797,16.229999542236328
2010-04-07 00:00:00+00:00,72.29204559326172,22.323238372802734,46.9498176574707,16.6200008392334
2010-04-08 00:00:00+00:00,72.22241973876953,22.28641700744629,47.058563232421875,16.479999542236328
2010-04-09 00:00:00+00:00,72.29901123046875,22.332447052001953,47.37700271606445,16.139999389648438
2010-04-12 00:00:00+00:00,72.46620178222656,22.314035415649414,47.485721588134766,15.579999923706055
2010-04-13 00:00:00+00:00,72.58465576171875,22.396883010864258,47.5323371887207,16.200000762939453
2010-04-14 00:00:00+00:00,72.50103759765625,22.654638290405273,48.11485290527344,15.59000015258789
2010-04-15 00:00:00+00:00,72.63346099853516,22.73748779296875,48.176971435546875,15.890000343322754
2010-04-16 00:00:00+00:00,72.74491119384766,22.323238372802734,47.42359924316406,18.360000610351562
2010-04-19 00:00:00+00:00,72.6125259399414,22.037872314453125,47.547882080078125,17.34000015258789
2010-04-20 00:00:00+00:00,72.73094177246094,22.2127742767334,47.99833679199219,15.729999542236328
2010-04-21 00:00:00+00:00,72.85639190673828,22.323238372802734,47.95948791503906,16.31999969482422
2010-04-22 00:00:00+00:00,72.71009063720703,22.37847137451172,48.1925048828125,16.469999313354492
2010-04-23 00:00:00+00:00,72.61946105957031,22.525760650634766,48.518707275390625,16.6200008392334
2010-04-26 00:00:00+00:00,72.6125259399414,22.41529655456543,48.34782791137695,17.469999313354492
2010-04-27 00:00:00+00:00,72.84239196777344,22.074691772460938,47.18282699584961,22.809999465942383
2010-04-28 00:00:00+00:00,72.73094177246094,22.14833641052246,47.493499755859375,21.079999923706055
2010-04-29 00:00:00+00:00,72.75882720947266,22.323238372802734,48.11485290527344,18.440000534057617
2010-04-30 00:00:00+00:00,73.07232666015625,22.498146057128906,47.29156494140625,22.049999237060547
2010-05-03 00:00:00+00:00,72.93399047851562,22.608610153198242,47.928436279296875,20.190000534057617
2010-05-04 00:00:00+00:00,73.22740936279297,22.001049041748047,46.76343536376953,23.84000015258789
2010-05-05 00:00:00+00:00,73.17152404785156,21.50395393371582,46.38284683227539,24.90999984741211
2010-05-06 00:00:00+00:00,73.27637481689453,21.080503463745117,44.821754455566406,32.79999923706055
2010-05-07 00:00:00+00:00,72.9549331665039,20.970041275024414,43.97516632080078,40.95000076293945
2010-05-10 00:00:00+00:00,72.94792938232422,21.375078201293945,45.9945182800293,28.84000015258789
2010-05-11 00:00:00+00:00,73.22044372558594,21.3382568359375,45.9556884765625,28.31999969482422
2010-05-12 00:00:00+00:00,73.14358520507812,21.51316261291504,46.69351577758789,25.520000457763672
2010-05-13 00:00:00+00:00,73.2483901977539,21.329051971435547,46.13433074951172,26.68000030517578
2010-05-14 00:00:00+00:00,73.51394653320312,20.78592872619629,45.30328369140625,31.239999771118164
2010-05-17 00:00:00+00:00,73.45802307128906,20.19677734375,45.3343505859375,30.84000015258789
2010-05-18 00:00:00+00:00,73.70951843261719,20.169160842895508,44.68971252441406,33.54999923706055
2010-05-19 00:00:00+00:00,73.74446868896484,19.98505401611328,44.371280670166016,35.31999969482422
2010-05-20 00:00:00+00:00,73.68162536621094,19.57080841064453,42.64707565307617,45.790000915527344
2010-05-21 00:00:00+00:00,73.99604034423828,19.77332878112793,43.268402099609375,40.099998474121094
2010-05-24 00:00:00+00:00,73.95409393310547,19.754915237426758,42.7247314453125,38.31999969482422
2010-05-25 00:00:00+00:00,74.04493713378906,19.598424911499023,42.7247314453125,34.61000061035156
2010-05-26 00:00:00+00:00,73.96113586425781,19.810150146484375,42.546104431152344,35.02000045776367
2010-05-27 00:00:00+00:00,73.78645324707031,20.390094757080078,44.03731155395508,29.68000030517578
2010-05-28 00:00:00+00:00,73.86328125,20.21518898010254,43.56352996826172,32.06999969482422
2010-06-01 00:00:00+00:00,73.98521423339844,19.837764739990234,42.662593841552734,35.540000915527344
2010-06-02 00:00:00+00:00,73.90814971923828,20.07710838317871,43.773223876953125,30.170000076293945
2010-06-03 00:00:00+00:00,73.87307739257812,20.18757438659668,44.00624084472656,29.459999084472656
2010-06-04 00:00:00+00:00,74.06236267089844,19.561603546142578,42.460662841796875,35.47999954223633
2010-06-07 00:00:00+00:00,74.27960968017578,19.598424911499023,41.76942825317383,36.56999969482422
2010-06-08 00:00:00+00:00,74.19550323486328,19.754915237426758,42.1266975402832,33.70000076293945
2010-06-09 00:00:00+00:00,74.2375259399414,19.84697151184082,41.93252944946289,33.72999954223633
2010-06-10 00:00:00+00:00,74.01329040527344,20.178369522094727,43.2218017578125,30.56999969482422
2010-06-11 00:00:00+00:00,74.0552978515625,20.20598602294922,43.48585891723633,28.790000915527344
2010-06-14 00:00:00+00:00,74.16043090820312,20.261219024658203,43.49364471435547,28.579999923706055
2010-06-15 00:00:00+00:00,74.16043090820312,20.60181999206543,44.47225570678711,25.8700008392334
2010-06-16 00:00:00+00:00,74.27259063720703,20.64784812927246,44.42565155029297,25.920000076293945
2010-06-17 00:00:00+00:00,74.44783782958984,20.657052993774414,44.50332260131836,25.049999237060547
2010-06-18 00:00:00+00:00,74.32868194580078,20.62023162841797,44.53437042236328,23.950000762939453
2010-06-21 00:00:00+00:00,74.48990631103516,20.53738021850586,44.36351013183594,24.8799991607666
2010-06-22 00:00:00+00:00,74.56696319580078,20.49135398864746,43.602378845214844,27.049999237060547
2010-06-23 00:00:00+00:00,74.75621032714844,20.150753021240234,43.431514739990234,26.90999984741211
2010-06-24 00:00:00+00:00,74.69316101074219,20.19677734375,42.74394226074219,29.739999771118164
2010-06-25 00:00:00+00:00,74.79827117919922,20.564998626708984,42.96247100830078,28.530000686645508
2010-06-28 00:00:00+00:00,74.93850708007812,20.344066619873047,42.821983337402344,29.0
2010-06-29 00:00:00+00:00,75.16275024414062,19.782533645629883,41.47184753417969,34.130001068115234
2010-06-30 00:00:00+00:00,75.16973114013672,19.856178283691406,41.019203186035156,34.540000915527344
2010-07-01 00:00:00+00:00,75.13033294677734,19.552398681640625,40.839691162109375,32.86000061035156
2010-07-02 00:00:00+00:00,75.02495574951172,19.515575408935547,40.644588470458984,30.1200008392334
2010-07-06 00:00:00+00:00,75.25686645507812,19.57080841064453,40.769466400146484,29.649999618530273
2010-07-07 00:00:00+00:00,75.15853881835938,20.012670516967773,42.09620666503906,26.84000015258789
2010-07-08 00:00:00+00:00,75.14443969726562,20.19677734375,42.50981140136719,25.709999084472656
2010-07-09 00:00:00+00:00,75.03194427490234,20.233600616455078,42.83759689331055,24.979999542236328
2010-07-12 00:00:00+00:00,75.11630249023438,20.00346565246582,42.85321044921875,24.43000030517578
2010-07-13 00:00:00+00:00,74.92652130126953,20.32565689086914,43.55558776855469,24.559999465942383
2010-07-14 00:00:00+00:00,75.17955780029297,20.288833618164062,43.547786712646484,24.889999389648438
2010-07-15 00:00:00+00:00,75.2850112915039,20.482149124145508,43.5868034362793,25.139999389648438
2010-07-16 00:00:00+00:00,75.51699829101562,20.224393844604492,42.322532653808594,26.25
2010-07-19 00:00:00+00:00,75.44669342041016,20.20598602294922,42.56443786621094,25.969999313354492
2010-07-20 00:00:00+00:00,75.39045715332031,20.37168312072754,43.05611038208008,23.93000030517578
2010-07-21 00:00:00+00:00,75.72088623046875,20.316450119018555,42.51761245727539,25.639999389648438
2010-07-22 00:00:00+00:00,75.65055847167969,20.72149085998535,43.461952209472656,24.6299991607666
2010-07-23 00:00:00+00:00,75.51699829101562,20.657052993774414,43.90678405761719,23.469999313354492
2010-07-26 00:00:00+00:00,75.50296020507812,20.638643264770508,44.445281982421875,22.729999542236328
2010-07-27 00:00:00+00:00,75.47479248046875,20.41771125793457,44.390655517578125,23.190000534057617
2010-07-28 00:00:00+00:00,75.61543273925781,20.500560760498047,44.07847213745117,24.25
2010-07-29 00:00:00+00:00,75.68571472167969,20.795133590698242,43.85214614868164,24.1299991607666
2010-07-30 00:00:00+00:00,75.8122329711914,21.071298599243164,43.89897537231445,23.5
